LotArea,Neighborhood,OverallQual,YearBuilt,Exterior1st,ExterQual,Foundation,BsmtQual,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,FullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageArea,GarageQual,WoodDeckSF,OpenPorchSF,SalePrice
10240,NWAmes,6,1980,Plywood,TA,CBlock,Gd,BLQ,625,0,1686,TA,SBrkr,1686,0,0,1686,1,2,TA,7,1,TA,Attchd,Unf,612,TA,384,131,207500
15611,NWAmes,5,1977,VinylSd,TA,PConc,Gd,ALQ,767,266,1126,TA,SBrkr,1126,0,0,1126,0,2,Ex,6,0,NA,Attchd,RFn,540,TA,180,0,175000
11999,NridgHt,8,2003,VinylSd,Gd,PConc,Gd,Unf,0,1181,1181,Ex,SBrkr,1234,1140,0,2374,0,2,Ex,10,1,Gd,BuiltIn,Fin,656,TA,104,100,285000
9900,NWAmes,7,1968,MetalSd,TA,CBlock,TA,BLQ,552,280,832,Gd,SBrkr,1098,880,0,1978,0,2,TA,9,1,Gd,Attchd,RFn,486,TA,0,43,176000
11838,CollgCr,8,2001,VinylSd,Gd,PConc,Gd,Unf,0,1753,1753,Ex,SBrkr,1788,0,0,1788,0,2,Ex,7,1,TA,Attchd,RFn,522,TA,202,151,236500
13006,Gilbert,7,1997,HdBoard,TA,PConc,Gd,Unf,0,964,964,Gd,SBrkr,993,1243,0,2236,0,2,Gd,8,1,TA,BuiltIn,Fin,642,TA,0,0,222000
8925,Timber,8,2007,VinylSd,Gd,PConc,Gd,GLQ,16,1450,1466,Ex,SBrkr,1466,0,0,1466,0,2,Gd,7,0,NA,Attchd,Fin,610,TA,100,18,201000
9100,NAmes,5,1965,VinylSd,TA,CBlock,TA,BLQ,338,121,925,Ex,SBrkr,925,0,0,925,0,1,TA,5,0,NA,Detchd,Unf,429,TA,0,0,117500
11670,Somerst,9,2006,VinylSd,Ex,PConc,Ex,Unf,0,1905,1905,Ex,SBrkr,1905,0,0,1905,0,2,Ex,8,1,Gd,Attchd,Fin,788,TA,0,191,320000
8487,CollgCr,7,2004,VinylSd,Gd,PConc,Gd,GLQ,20,1480,1500,Ex,SBrkr,1500,0,0,1500,0,2,Gd,6,0,NA,Attchd,RFn,570,TA,192,36,190000
27650,NAmes,7,1960,Wd Sdng,TA,CBlock,Gd,GLQ,425,160,585,Ex,SBrkr,2069,0,0,2069,1,2,Gd,9,1,Gd,Attchd,RFn,505,TA,0,0,242000
5825,BrkSide,4,1926,MetalSd,TA,PConc,Fa,Unf,0,600,600,Gd,SBrkr,747,0,0,747,0,1,TA,5,0,NA,Detchd,Unf,528,TA,0,0,79900
10083,SawyerW,7,2003,VinylSd,Gd,PConc,Gd,GLQ,833,343,1176,Ex,SBrkr,1200,0,0,1200,1,2,Gd,5,0,NA,Attchd,RFn,555,TA,0,41,184900
9675,Somerst,7,2005,VinylSd,Gd,PConc,Gd,GLQ,341,772,1113,Ex,SBrkr,1113,858,0,1971,0,2,Gd,8,1,Gd,Attchd,RFn,689,TA,0,48,253000
8760,CollgCr,7,2006,VinylSd,Gd,PConc,Gd,GLQ,464,927,1391,Ex,SBrkr,1391,571,0,1962,0,2,Gd,7,0,NA,Attchd,RFn,868,TA,0,90,239799
24090,ClearCr,7,1940,MetalSd,TA,CBlock,TA,Unf,0,1032,1032,Ex,SBrkr,1207,1196,0,2403,0,2,TA,10,2,TA,Attchd,Unf,349,TA,56,0,244400
12640,Mitchel,6,1976,Plywood,TA,CBlock,TA,Rec,936,396,1728,TA,SBrkr,1728,0,0,1728,0,2,TA,8,0,NA,Attchd,Unf,574,TA,40,0,150900
8755,Gilbert,7,1999,VinylSd,Gd,PConc,Gd,ALQ,772,220,992,Ex,SBrkr,1022,1038,0,2060,1,2,Gd,8,1,TA,BuiltIn,RFn,390,TA,0,0,214000
7711,Edwards,4,1977,MetalSd,TA,PConc,Gd,GLQ,1440,0,1440,TA,SBrkr,1440,0,0,1440,2,2,TA,8,0,NA,NA,NA,0,NA,321,0,150000
25000,Mitchel,5,1967,HdBoard,TA,CBlock,TA,Unf,0,1632,1632,TA,SBrkr,1632,0,0,1632,0,2,TA,8,0,NA,Attchd,Unf,576,TA,0,0,143000
14375,Timber,6,1958,HdBoard,TA,CBlock,TA,GLQ,111,354,819,Gd,FuseA,1344,0,0,1344,0,1,Gd,7,1,Gd,Basment,RFn,525,TA,0,118,137500
8820,OldTown,5,1890,VinylSd,TA,BrkTil,TA,LwQ,1088,0,1088,TA,SBrkr,1188,561,120,1869,0,1,TA,7,0,NA,Detchd,Unf,456,TA,48,0,124900
8163,NAmes,5,1959,HdBoard,TA,CBlock,TA,ALQ,748,102,1144,TA,SBrkr,1144,0,0,1144,1,1,TA,6,1,TA,Attchd,RFn,796,TA,86,0,143000
14536,Timber,8,2002,VinylSd,Gd,PConc,Gd,GLQ,1300,316,1616,Ex,SBrkr,1629,0,0,1629,1,2,Gd,9,1,Gd,Attchd,Fin,808,TA,0,252,270000
14006,CollgCr,7,2002,VinylSd,Gd,PConc,Gd,Unf,0,936,936,Ex,SBrkr,936,840,0,1776,0,2,Gd,7,1,TA,Attchd,RFn,474,TA,144,96,192500
9360,NWAmes,6,1972,Plywood,TA,CBlock,TA,ALQ,982,179,1161,TA,SBrkr,1381,0,0,1381,1,1,Gd,5,1,TA,Attchd,RFn,676,TA,0,0,197500
7200,NAmes,5,1950,VinylSd,TA,CBlock,TA,ALQ,398,317,864,Gd,SBrkr,864,0,0,864,1,1,Gd,5,0,NA,Detchd,RFn,720,TA,194,0,129000
7800,SawyerW,5,1965,VinylSd,TA,CBlock,TA,BLQ,641,187,828,Gd,SBrkr,965,0,0,965,1,1,TA,6,0,NA,Detchd,Unf,300,TA,421,0,119900
7200,CollgCr,5,1972,WdShing,TA,CBlock,Gd,GLQ,660,108,768,Gd,SBrkr,768,0,0,768,0,1,TA,5,0,NA,Detchd,Fin,396,TA,192,0,133900
11075,Mitchel,5,1969,HdBoard,TA,CBlock,TA,ALQ,562,29,784,Ex,SBrkr,1168,800,0,1968,0,2,TA,7,1,Po,Attchd,RFn,530,TA,305,189,172000
9400,Edwards,6,1975,WdShing,TA,CBlock,Gd,GLQ,945,0,945,TA,SBrkr,980,0,0,980,0,2,TA,4,0,NA,NA,NA,0,NA,0,0,127500
7136,Crawfor,6,1946,MetalSd,TA,CBlock,Gd,Rec,484,495,979,TA,FuseF,979,979,0,1958,0,2,TA,8,0,NA,Attchd,Unf,492,TA,0,0,145000
1300,Blueste,6,1980,MetalSd,TA,CBlock,Gd,ALQ,285,276,561,TA,SBrkr,561,668,0,1229,0,1,TA,5,1,TA,Attchd,Fin,462,TA,150,0,124000
7420,Sawyer,5,1962,MetalSd,TA,CBlock,TA,Rec,417,640,1057,TA,SBrkr,1057,0,0,1057,0,1,TA,6,0,NA,Detchd,Fin,576,TA,0,0,132000
8450,CollgCr,7,2003,VinylSd,Gd,PConc,Gd,GLQ,699,638,1337,Ex,SBrkr,1337,0,0,1337,1,2,Gd,6,0,NA,Attchd,RFn,531,TA,0,39,185000
2572,Somerst,7,1999,MetalSd,Gd,PConc,Gd,ALQ,604,92,696,Ex,SBrkr,696,720,0,1416,1,2,Gd,6,0,NA,Detchd,Unf,484,TA,0,44,155000
7207,BrkSide,5,1958,Wd Sdng,TA,CBlock,TA,BLQ,696,162,858,Gd,SBrkr,858,0,0,858,1,1,TA,4,0,NA,NA,NA,0,NA,117,0,116500
12227,NWAmes,6,1977,HdBoard,TA,CBlock,Gd,ALQ,896,434,1330,TA,SBrkr,1542,1330,0,2872,1,2,TA,11,1,TA,Attchd,Fin,619,TA,550,282,272000
2308,NPkVill,6,1976,Plywood,TA,CBlock,Gd,ALQ,556,248,804,TA,SBrkr,804,744,0,1548,1,2,Gd,7,1,TA,Detchd,Unf,440,TA,48,0,155000
11923,CollgCr,9,2007,VinylSd,Gd,PConc,Ex,Unf,0,1800,1800,Ex,SBrkr,1800,0,0,1800,0,2,Ex,7,0,NA,Attchd,Fin,702,TA,288,136,239000
11316,Timber,7,2002,VinylSd,Gd,PConc,Gd,GLQ,624,193,817,Ex,SBrkr,824,1070,0,1894,1,2,Gd,8,1,Gd,BuiltIn,Fin,510,TA,0,40,214900
10237,Gilbert,6,2005,VinylSd,Gd,PConc,Gd,Unf,0,783,783,Ex,SBrkr,783,701,0,1484,0,2,Gd,8,1,Gd,Attchd,Fin,393,TA,0,72,178900
9600,NWAmes,7,1969,HdBoard,TA,CBlock,TA,Unf,0,1164,1164,TA,SBrkr,1164,0,0,1164,0,1,TA,6,0,NA,Attchd,Unf,528,TA,0,0,140000
12438,StoneBr,8,2006,VinylSd,Ex,PConc,Ex,Unf,0,1234,1234,Ex,SBrkr,1264,1312,0,2576,0,2,Ex,10,1,Gd,BuiltIn,Fin,666,TA,324,100,361919
7630,OldTown,5,1900,Wd Sdng,TA,BrkTil,Gd,Unf,0,360,360,Gd,SBrkr,1032,780,0,1812,0,2,Gd,8,1,Po,Detchd,Unf,672,TA,344,0,140000
8400,CollgCr,7,2004,VinylSd,Gd,PConc,Gd,GLQ,712,761,1473,Ex,SBrkr,1484,0,0,1484,1,2,Gd,7,0,NA,Attchd,RFn,606,TA,0,35,213000
5600,IDOTRR,4,1930,VinylSd,Fa,Slab,NA,NA,0,0,0,Fa,SBrkr,372,720,0,1092,0,2,Fa,7,0,NA,NA,NA,0,NA,0,0,55000
115149,ClearCr,7,1971,Plywood,TA,CBlock,Gd,GLQ,1219,424,1643,TA,SBrkr,1824,0,0,1824,1,2,Gd,5,2,TA,Attchd,Unf,739,TA,380,48,302000
6240,NridgHt,8,2006,MetalSd,Gd,PConc,Gd,GLQ,863,461,1324,Ex,SBrkr,1324,0,0,1324,1,2,Gd,6,1,Gd,Attchd,Fin,550,TA,192,38,254000
9018,Gilbert,7,2007,VinylSd,Gd,PConc,Gd,Unf,0,728,728,Ex,SBrkr,728,728,0,1456,0,2,Gd,8,1,Gd,Attchd,Fin,400,TA,100,24,179540
7162,Sawyer,5,1966,HdBoard,TA,PConc,TA,Unf,0,876,876,TA,SBrkr,904,0,0,904,0,1,TA,6,0,NA,Attchd,Unf,408,TA,0,0,109900
4130,BrkSide,3,1935,VinylSd,Gd,CBlock,TA,Unf,0,270,270,Gd,SBrkr,729,0,0,729,0,1,TA,5,0,NA,NA,NA,0,NA,0,0,52000
8712,IDOTRR,4,1900,MetalSd,TA,Stone,TA,Unf,0,859,859,Gd,SBrkr,859,319,0,1178,0,1,TA,7,0,NA,Detchd,RFn,384,TA,68,0,102776
8963,NWAmes,8,1976,VinylSd,Ex,CBlock,TA,GLQ,575,487,1142,Ex,SBrkr,1175,1540,0,2715,0,3,Gd,11,2,TA,BuiltIn,Fin,831,TA,0,204,299800
8795,Gilbert,7,2000,VinylSd,Gd,PConc,Gd,GLQ,300,652,952,Ex,SBrkr,980,1276,0,2256,0,2,Gd,8,1,TA,BuiltIn,Fin,554,TA,224,54,236000
11700,OldTown,7,1880,Stucco,Gd,Stone,TA,Unf,0,1240,1240,TA,SBrkr,1320,1320,0,2640,0,1,Gd,8,1,Gd,Detchd,Unf,864,TA,181,0,265979
10593,NoRidge,7,1996,VinylSd,Gd,PConc,Gd,GLQ,919,801,1720,Ex,SBrkr,1720,0,0,1720,1,2,Gd,7,1,TA,Attchd,Fin,527,TA,240,56,260400
8405,Edwards,4,1945,WdShing,TA,Slab,NA,NA,0,0,0,TA,FuseF,1088,441,0,1529,0,2,TA,9,0,NA,Detchd,Unf,240,TA,92,0,98000
8800,OldTown,4,1910,Wd Sdng,TA,BrkTil,TA,Unf,0,576,576,Gd,SBrkr,792,348,0,1140,0,1,TA,7,0,NA,NA,NA,0,NA,0,160,96500
7750,Gilbert,7,2003,VinylSd,Gd,PConc,Gd,Unf,0,660,660,Ex,SBrkr,660,660,0,1320,0,2,Gd,6,0,NA,Attchd,Fin,400,TA,0,48,162000
9236,CollgCr,6,1997,VinylSd,TA,PConc,Gd,GLQ,1200,279,1479,Ex,SBrkr,1494,0,0,1494,1,2,Gd,6,0,NA,Attchd,RFn,576,TA,168,27,217000
10240,NridgHt,8,2005,VinylSd,Gd,PConc,Gd,Unf,0,1030,1030,Gd,SBrkr,1038,1060,0,2098,0,2,Ex,8,1,Gd,Attchd,RFn,878,TA,192,52,275500
7930,NAmes,6,1969,Plywood,TA,CBlock,TA,GLQ,439,115,1026,Gd,SBrkr,1026,0,0,1026,1,1,Gd,5,0,NA,Detchd,RFn,440,TA,171,48,156000
3230,Somerst,6,1999,MetalSd,TA,PConc,Gd,GLQ,381,348,729,Gd,SBrkr,742,729,0,1471,0,2,TA,6,0,NA,Detchd,Unf,440,TA,0,24,172500
12205,ClearCr,6,1966,HdBoard,TA,CBlock,TA,LwQ,568,264,832,Gd,SBrkr,976,1111,0,2087,0,2,Gd,9,0,NA,Attchd,Fin,444,TA,133,168,187500
3182,Blmngtn,7,2005,VinylSd,Gd,PConc,Gd,GLQ,16,1129,1145,Ex,SBrkr,1145,0,0,1145,0,2,Gd,5,1,Gd,Attchd,Fin,397,TA,100,16,160200
11333,Mitchel,6,1976,HdBoard,TA,PConc,Gd,ALQ,539,490,1029,TA,SBrkr,1062,0,0,1062,1,1,TA,5,2,TA,Attchd,RFn,539,TA,120,0,146800
9920,NoRidge,7,1996,MetalSd,Gd,PConc,Gd,GLQ,862,255,1117,Ex,SBrkr,1127,886,0,2013,1,2,TA,8,1,TA,Attchd,Unf,455,TA,180,130,269790
9158,Somerst,8,2007,CemntBd,Gd,PConc,Gd,Unf,0,1496,1496,Ex,SBrkr,1496,0,0,1496,0,2,Gd,7,0,NA,Attchd,Fin,474,TA,168,130,225000
10832,Gilbert,7,1994,MetalSd,Gd,PConc,Gd,Unf,0,712,712,Ex,SBrkr,1086,809,0,1895,0,2,Gd,7,1,TA,Attchd,Fin,409,TA,143,46,194500
8400,SawyerW,6,1980,HdBoard,TA,CBlock,Gd,Unf,0,650,650,TA,SBrkr,888,676,0,1564,0,2,TA,7,1,TA,Attchd,Unf,476,TA,0,50,171000
8197,Sawyer,6,1977,Plywood,TA,CBlock,TA,Unf,0,660,660,Ex,SBrkr,1285,0,0,1285,0,1,TA,7,1,TA,Attchd,RFn,528,TA,138,0,143500
7677,NAmes,5,1953,VinylSd,TA,CBlock,TA,BLQ,570,203,773,Gd,SBrkr,773,0,0,773,0,1,TA,4,0,NA,Attchd,Unf,240,TA,0,0,110000
13518,NridgHt,9,2008,VinylSd,Ex,PConc,Ex,Unf,0,1926,1926,Ex,SBrkr,1966,1174,0,3140,0,3,Ex,11,2,Gd,BuiltIn,Fin,820,TA,144,78,485000
7200,SWISU,5,1937,Wd Sdng,TA,BrkTil,Gd,ALQ,569,162,731,Ex,SBrkr,981,787,0,1768,1,1,Gd,7,2,TA,Detchd,Unf,240,TA,0,0,175000
11146,NridgHt,8,2006,VinylSd,Gd,PConc,Ex,Unf,0,1709,1709,Ex,SBrkr,1717,0,0,1717,0,2,Gd,7,1,Gd,Attchd,RFn,908,TA,169,39,255500
8777,Edwards,4,1949,VinylSd,TA,CBlock,NA,NA,0,0,0,Ex,SBrkr,1126,0,0,1126,0,2,Gd,5,0,NA,Detchd,Fin,520,TA,0,96,108000
10625,NridgHt,7,2003,VinylSd,Gd,PConc,Gd,GLQ,866,132,998,Ex,SBrkr,1006,1040,0,2046,1,2,Gd,8,1,Gd,BuiltIn,RFn,871,TA,320,62,284000
6380,BrkSide,5,1922,MetalSd,TA,BrkTil,TA,Unf,0,993,993,TA,FuseA,1048,0,0,1048,0,1,TA,5,1,Gd,Detchd,Unf,280,TA,0,0,113000
14850,NAmes,5,1957,Wd Sdng,TA,CBlock,TA,Rec,895,197,1092,TA,FuseA,1092,0,0,1092,1,1,TA,6,1,TA,Attchd,Fin,299,TA,268,0,141000
11040,IDOTRR,4,1920,MetalSd,TA,CBlock,TA,Rec,637,0,637,Gd,SBrkr,897,439,0,1336,0,1,TA,7,0,NA,CarPort,Unf,570,TA,0,47,108000
21872,Gilbert,7,1996,HdBoard,TA,PConc,Gd,GLQ,604,125,729,Ex,SBrkr,729,717,0,1446,0,2,TA,6,1,TA,Attchd,Unf,406,TA,264,22,175000
3196,Blmngtn,7,2003,VinylSd,Gd,PConc,Gd,Unf,0,1374,1374,Ex,SBrkr,1557,0,0,1557,0,2,Gd,7,1,TA,Attchd,Fin,420,TA,143,20,234000
11341,Sawyer,5,1957,Wd Sdng,TA,CBlock,Gd,ALQ,1302,90,1392,TA,SBrkr,1392,0,0,1392,1,1,TA,5,1,Gd,Detchd,Unf,528,TA,0,0,121500
10010,Mitchel,5,1974,HdBoard,TA,CBlock,Gd,ALQ,1071,195,1389,Gd,SBrkr,1389,0,0,1389,1,1,TA,6,1,TA,Attchd,RFn,418,TA,240,38,170000
13907,Edwards,5,1940,WdShing,TA,CBlock,TA,BLQ,290,706,996,Ex,SBrkr,996,0,0,996,1,1,TA,6,1,Gd,NA,NA,0,NA,144,0,108000
7800,Edwards,5,1948,MetalSd,TA,CBlock,TA,GLQ,603,293,896,Ex,SBrkr,1112,896,0,2008,1,3,Ex,8,0,NA,Attchd,Unf,230,TA,103,0,225000
12168,Crawfor,8,1934,BrkFace,TA,PConc,Gd,BLQ,428,537,965,TA,SBrkr,1940,1254,0,3194,0,2,TA,10,2,Gd,Basment,Unf,380,TA,0,0,359100
7943,Sawyer,4,1961,VinylSd,TA,CBlock,TA,Rec,903,126,1029,Gd,SBrkr,1029,0,0,1029,1,1,TA,5,0,NA,Attchd,Unf,261,TA,64,0,118500
11050,CollgCr,9,2000,VinylSd,Gd,PConc,Ex,GLQ,904,536,1440,Ex,SBrkr,1476,677,0,2153,1,2,Ex,8,2,Ex,Attchd,Fin,736,TA,253,142,313000
10395,NWAmes,6,1978,HdBoard,TA,CBlock,Gd,ALQ,605,427,1032,TA,SBrkr,1032,0,0,1032,0,2,TA,6,1,TA,Attchd,Unf,564,TA,0,0,148000
11885,CollgCr,8,2001,VinylSd,Gd,PConc,Gd,GLQ,990,309,1299,Ex,SBrkr,1299,573,0,1872,1,2,Ex,7,1,TA,BuiltIn,RFn,531,TA,160,122,261500
8402,Mitchel,5,2007,VinylSd,TA,PConc,Gd,ALQ,206,914,1120,Ex,SBrkr,1120,0,0,1120,0,1,TA,6,0,NA,NA,NA,0,NA,0,30,147000
1491,MeadowV,4,1972,CemntBd,TA,CBlock,Gd,LwQ,150,0,630,Ex,SBrkr,630,0,0,630,1,1,TA,3,0,NA,NA,NA,0,NA,96,24,75500
8800,NAmes,6,1963,MetalSd,TA,PConc,TA,GLQ,763,173,936,Ex,SBrkr,1054,0,0,1054,1,1,Gd,6,0,NA,Attchd,RFn,480,TA,120,0,137500
7861,Gilbert,6,2002,VinylSd,Gd,PConc,Gd,GLQ,457,326,783,Ex,SBrkr,807,702,0,1509,1,2,Gd,7,1,Gd,Attchd,Fin,393,TA,100,75,183200
7227,NAmes,6,1954,MetalSd,TA,CBlock,TA,Unf,0,832,832,Gd,SBrkr,832,0,0,832,0,1,Gd,4,0,NA,Detchd,Unf,528,TA,0,0,105500
13560,NAmes,6,1968,Wd Sdng,TA,CBlock,Fa,Unf,0,1392,1392,Gd,SBrkr,1392,0,0,1392,1,1,TA,5,2,TA,Attchd,RFn,576,TA,0,0,110000
10012,Edwards,4,1972,Plywood,TA,CBlock,Gd,BLQ,920,38,1138,TA,SBrkr,1181,0,0,1181,1,2,TA,6,0,NA,Detchd,RFn,588,TA,0,0,137500
20896,Somerst,8,2005,VinylSd,Gd,PConc,Ex,GLQ,1721,356,2077,Ex,SBrkr,2097,0,0,2097,1,1,Ex,8,1,Ex,Attchd,Fin,1134,TA,192,267,423000
11194,Gilbert,8,2000,VinylSd,Gd,PConc,Gd,Unf,0,1406,1406,Ex,SBrkr,1454,482,0,1936,0,2,Gd,7,1,TA,Attchd,RFn,504,TA,188,124,230500
18450,NAmes,6,1965,Plywood,TA,CBlock,Gd,LwQ,187,111,1021,TA,SBrkr,1465,915,0,2380,0,2,TA,7,1,Po,CarPort,Unf,596,TA,0,265,129000
8125,SawyerW,6,1994,HdBoard,TA,PConc,Gd,GLQ,1138,270,1408,Ex,SBrkr,1679,0,0,1679,1,2,Gd,7,1,Fa,Attchd,RFn,575,TA,224,42,193500
14175,Sawyer,5,1956,CemntBd,TA,CBlock,TA,Rec,988,200,1188,Gd,SBrkr,1437,0,0,1437,1,1,TA,6,1,TA,Detchd,Unf,576,TA,304,0,168000
11600,Crawfor,4,1922,MetalSd,TA,BrkTil,Fa,Unf,0,700,700,Ex,SBrkr,1180,0,0,1180,0,1,Fa,5,1,Gd,Detchd,Unf,252,TA,0,0,137500
8633,CollgCr,6,2005,VinylSd,Gd,PConc,Gd,GLQ,193,545,738,Ex,SBrkr,738,738,0,1476,1,2,Gd,7,0,NA,Attchd,Fin,540,TA,100,35,173500
6629,Edwards,6,1925,Wd Sdng,TA,BrkTil,TA,BLQ,551,121,672,TA,SBrkr,697,672,0,1369,1,2,TA,6,0,NA,Detchd,Unf,300,TA,147,0,103600
11250,Veenker,6,1977,Plywood,Gd,CBlock,Gd,ALQ,767,441,1208,TA,SBrkr,1208,0,0,1208,1,1,TA,6,1,TA,Attchd,RFn,546,TA,198,42,165000
3378,OldTown,7,1946,HdBoard,TA,CBlock,TA,Unf,0,651,651,Gd,SBrkr,707,682,0,1389,0,1,TA,6,2,Gd,Detchd,Unf,240,TA,0,0,135000
12800,SawyerW,7,1989,Wd Sdng,Gd,PConc,Gd,GLQ,1518,0,1518,Gd,SBrkr,1644,0,0,1644,1,2,Gd,5,1,TA,Attchd,Fin,569,TA,80,0,275000
8593,NAmes,4,1957,MetalSd,TA,CBlock,TA,Rec,288,619,907,Ex,SBrkr,907,0,0,907,0,1,TA,5,0,NA,Detchd,Unf,352,TA,0,0,109008
6762,CollgCr,7,2007,VinylSd,Gd,PConc,Gd,GLQ,664,544,1208,Ex,SBrkr,1208,0,0,1208,1,2,Gd,6,0,NA,Attchd,RFn,628,TA,105,54,195400
11457,Timber,6,1988,HdBoard,TA,CBlock,Gd,GLQ,1005,387,1392,TA,SBrkr,1412,0,0,1412,1,2,Gd,6,1,TA,Attchd,Unf,576,TA,0,0,175000
1680,BrDale,6,1971,HdBoard,TA,CBlock,TA,ALQ,387,96,483,TA,SBrkr,483,504,0,987,0,1,TA,4,0,NA,Detchd,Unf,264,TA,0,0,85400
5586,OldTown,6,1920,MetalSd,TA,BrkTil,TA,Unf,0,901,901,Gd,SBrkr,1088,110,0,1198,0,1,TA,7,0,NA,NA,NA,0,NA,0,98,79900
1920,BrDale,5,1971,HdBoard,TA,CBlock,TA,ALQ,471,294,765,Ex,SBrkr,765,600,0,1365,1,1,TA,6,0,NA,Detchd,Unf,440,TA,240,36,122500
10839,Gilbert,6,1997,VinylSd,TA,PConc,Gd,Unf,0,926,926,Ex,SBrkr,926,678,0,1604,0,2,TA,7,1,TA,Attchd,Fin,470,TA,0,36,181000
1890,MeadowV,4,1972,CemntBd,TA,CBlock,Gd,ALQ,495,135,630,Gd,SBrkr,630,0,0,630,1,1,TA,3,0,NA,NA,NA,0,NA,88,0,81000
10667,CollgCr,7,1996,VinylSd,Gd,PConc,Gd,GLQ,385,70,799,Ex,SBrkr,827,834,0,1661,1,2,Gd,6,1,TA,Attchd,RFn,550,TA,158,61,212000
9291,SawyerW,6,1993,HdBoard,Gd,PConc,Gd,GLQ,426,406,832,Ex,SBrkr,832,878,0,1710,0,2,Gd,7,0,NA,Attchd,RFn,506,TA,144,70,187000
6820,StoneBr,8,1985,HdBoard,Gd,PConc,Gd,GLQ,368,0,1488,TA,SBrkr,1502,0,0,1502,1,1,Gd,4,0,NA,Attchd,RFn,528,TA,0,54,212000
11952,NWAmes,7,1977,WdShing,TA,CBlock,Gd,Unf,0,808,808,TA,SBrkr,1161,808,0,1969,0,2,TA,8,1,Gd,Attchd,RFn,534,TA,0,0,190000
3675,Edwards,6,2005,VinylSd,TA,PConc,Gd,GLQ,459,88,547,Ex,SBrkr,1072,0,0,1072,1,1,TA,5,0,NA,Basment,RFn,525,TA,0,28,148000
14977,NridgHt,8,2006,VinylSd,Gd,PConc,Ex,GLQ,1350,626,1976,Ex,SBrkr,1976,0,0,1976,1,2,Gd,7,1,Ex,Attchd,RFn,908,TA,250,63,440000
5330,StoneBr,8,2000,CemntBd,Gd,PConc,Gd,GLQ,1196,298,1494,Ex,SBrkr,1652,0,0,1652,1,2,Ex,6,0,NA,Attchd,RFn,499,TA,96,48,251000
8480,Sawyer,5,1963,HdBoard,TA,CBlock,TA,GLQ,630,340,970,TA,SBrkr,970,0,0,970,1,1,TA,5,0,NA,Detchd,Unf,624,TA,0,24,132500
13125,CollgCr,6,1997,VinylSd,TA,PConc,Gd,GLQ,994,484,1478,Ex,SBrkr,1493,0,0,1493,1,2,Gd,7,1,TA,Attchd,Fin,508,TA,140,39,208900
13693,NridgHt,9,2006,VinylSd,Ex,PConc,Gd,Unf,0,2153,2153,Ex,SBrkr,2069,574,0,2643,0,2,Ex,9,1,Gd,BuiltIn,Fin,694,TA,414,84,380000
10637,CollgCr,8,2007,VinylSd,Gd,PConc,Ex,GLQ,1288,417,1705,Ex,SBrkr,1718,0,0,1718,1,2,Gd,7,1,Gd,Attchd,RFn,826,TA,208,44,297000
5925,OldTown,4,1937,Stucco,TA,BrkTil,Fa,Rec,168,739,907,TA,SBrkr,1131,0,0,1131,0,1,TA,7,0,NA,Detchd,Unf,672,TA,0,72,89471
9187,Mitchel,6,1983,VinylSd,TA,PConc,TA,ALQ,336,748,1084,TA,SBrkr,1080,0,0,1080,0,1,TA,5,0,NA,Attchd,Unf,484,TA,120,0,134000
10594,Crawfor,5,1926,Wd Sdng,TA,BrkTil,TA,Unf,0,768,768,Fa,SBrkr,789,0,0,789,0,1,TA,5,0,NA,Detchd,Unf,200,Po,0,0,96500
12220,NridgHt,10,2009,CemntBd,Ex,CBlock,Ex,GLQ,1436,570,2006,Ex,SBrkr,2020,0,0,2020,1,2,Ex,9,1,Gd,Attchd,Fin,900,TA,156,54,402861
10448,NWAmes,6,1972,HdBoard,TA,CBlock,TA,Unf,0,689,689,TA,SBrkr,1378,741,0,2119,0,2,TA,7,1,TA,Attchd,RFn,583,TA,0,104,158000
10208,NoRidge,7,1996,VinylSd,Gd,PConc,Gd,Unf,0,1264,1264,Ex,SBrkr,1277,1067,0,2344,0,2,Gd,7,1,TA,Attchd,RFn,889,TA,220,0,265000
9531,CollgCr,6,1998,VinylSd,TA,PConc,Gd,GLQ,706,88,794,Ex,SBrkr,882,914,0,1796,1,2,TA,7,0,NA,Attchd,RFn,546,TA,0,36,211000
10918,Crawfor,7,1926,MetalSd,Gd,BrkTil,Gd,Unf,0,1276,1276,Ex,SBrkr,1276,804,0,2080,0,1,Gd,9,2,Gd,Detchd,Unf,282,TA,0,0,234000
10800,OldTown,4,1900,MetalSd,TA,BrkTil,NA,NA,0,0,0,TA,FuseA,694,600,0,1294,0,2,TA,7,0,NA,NA,NA,0,NA,220,114,106250
11988,NAmes,6,1957,VinylSd,TA,CBlock,TA,Rec,777,467,1244,Ex,FuseA,1244,0,0,1244,0,1,TA,6,2,Gd,Attchd,Unf,336,TA,0,40,150000
5000,BrkSide,6,1947,CemntBd,TA,CBlock,TA,ALQ,399,605,1004,Ex,SBrkr,1004,660,0,1664,0,2,TA,7,2,Gd,Detchd,Unf,420,TA,0,24,159000
